Id,Name,Street_Address_1__c,Street_Address_2__c,City__c,State__c,Postal_Or_Zip_Code__c,Geolocation__c.latitude,Geolocation__c.longitude,Max_Capacity__c,Center_Mode__c,Is_National_Center__c,Center_URL__c
a0C1g00000DtIaMEAV,L-000592,,,,,,,,,,FALSE,
a0C1g00000NKMYjEAP,L-000593,,,,,,,,,,FALSE,
a0C1g00000NKMYoEAP,L-000594,,,,,,,,,,FALSE,
a0C1g00000NKMYyEAP,L-000596,,,,,,,,,,FALSE,
a0C1g00000NKMZ3EAP,L-000597,,,,,,,,,,FALSE,
a0C1g00000NKMZDEA5,L-000598,,,,,,,,,,FALSE,
a0C1g00000NKMZIEA5,L-000599,,,,,,,,,,FALSE,
a0C1g00000iXacoEAC,L-000600,,,,,,,,,,FALSE,
a0CDZ00000jP3DL2A0,L-000603,,,,,,,,,,FALSE,
a0CDZ00000jP3DQ2A0,L-000604,,,,,,,,,,FALSE,
a0CDZ00000jSbfP2AS,L-000601,,,,,,,,,,FALSE,
a0CDZ00000jSbfQ2AS,L-000602,,,,,,22,33,,,FALSE,
a0CVZ00000Gq43C2AR,L-000605,1,2,Coimbatore,,234567,,,,,FALSE,
a0CVZ00000S7k1C2AR,L-000606,Test,,Coimbatore,,,,,,InPerson,FALSE,
a0CVZ00000S7qNh2AJ,L-000607,,,,,,,,,InPerson,FALSE,
a0CVZ00000SA9LI2A1,L-000609,TT,,AA,,,,,,InPerson,FALSE,
a0CVZ00000SAA8R2AX,L-000608,Test,,Coimbatore,,,,,,InPerson,FALSE,
a0CVZ00000SGhgq2AD,L-000610,Test1,,A,,,,,,InPerson,FALSE,
a0CVZ00000Swl9u2AB,L-000611,Test,,AC,,,,,,InPerson,FALSE,
a0CVZ00000TeFPS2A3,L-000612,,,,,,,,,InPerson,FALSE,
a0CVZ00000dO66F2AS,L-000613,Test,1,AA,,,,,,InPerson,FALSE,
a0CVZ00000nnVck2AE,L-000614,test,,vv,,,,,,InPerson,FALSE,
a0CVZ00000ocLJd2AM,L-000615,center,,,,,,,,InPerson,FALSE,
a0CVZ00000ocUpt2AE,L-000616,Test 1,,,,,,,,InPerson,FALSE,
a0CVZ00000rLTGk2AO,L-000617,Location 1,,,,,,,,InPerson,FALSE,
a0CVZ00000x6RtC2AU,L-000618,test,,,,,,,,InPerson,FALSE,
a0CVZ00000x99iV2AQ,L-000619,Test,,,,,,,,InPerson,FALSE,
a0CVZ00000yizk42AA,L-000621,aa,,,,,,,,InPerson,FALSE,
a0CVZ00000yjFBd2AM,L-000620,test,,,,,,,,InPerson,FALSE,
a0CVZ0000179WLw2AM,L-000622,testt,,,,,,,,InPerson,FALSE,
a0CVZ000019N4di2AC,L-000623,Test 1,,,,,,,,InPerson,FALSE,
